#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
1507	chr9	120876224	120877658	CpG: 139	1434	139	903	19.4	63	0.98
1507	chr9	120894472	120894811	CpG: 32	339	32	172	18.9	50.7	1.47
1507	chr9	120928493	120929397	CpG: 86	904	86	621	19	68.7	0.81
1508	chr9	121074424	121075307	CpG: 89	883	89	599	20.2	67.8	0.89
1509	chr9	121201089	121202200	CpG: 121	1111	121	805	21.8	72.5	0.83
1510	chr9	121299527	121300035	CpG: 67	508	67	391	26.4	77	0.89
1510	chr9	121369779	121370817	CpG: 85	1038	85	690	16.4	66.5	0.75
1511	chr9	121499527	121500308	CpG: 76	781	76	536	19.5	68.6	0.83
1512	chr9	121550534	121550908	CpG: 33	374	33	262	17.6	70.1	0.73
1512	chr9	121598159	121600103	CpG: 181	1944	181	1306	18.6	67.2	0.83
1513	chr9	121651233	121651914	CpG: 78	681	78	485	22.9	71.2	0.9
1513	chr9	121698688	121699911	CpG: 121	1223	121	777	19.8	63.5	0.98
1513	chr9	121736234	121736683	CpG: 43	449	43	290	19.2	64.6	0.95
1513	chr9	121759967	121760267	CpG: 23	300	23	189	15.3	63	0.77
1514	chr9	121772700	121773248	CpG: 40	548	40	379	14.6	69.2	0.61
1514	chr9	121896666	121896912	CpG: 21	246	21	156	17.1	63.4	0.85
1516	chr9	122092545	122093540	CpG: 82	995	82	560	16.5	56.3	1.04
1516	chr9	122126670	122127103	CpG: 38	433	38	253	17.6	58.4	1.04
1517	chr9	122159671	122159891	CpG: 27	220	27	149	24.5	67.7	1.1
1517	chr9	122213474	122214413	CpG: 106	939	106	676	22.6	72	0.88
1517	chr9	122217050	122217320	CpG: 25	270	25	175	18.5	64.8	0.89
1517	chr9	122219256	122220556	CpG: 96	1300	96	767	14.8	59	0.85
1517	chr9	122225464	122228807	CpG: 246	3343	246	1939	14.7	58	0.88
1517	chr9	122264536	122264971	CpG: 50	435	50	285	23	65.5	1.07
1518	chr9	122346728	122347365	CpG: 78	637	78	436	24.5	68.4	1.05
1522	chr9	122828136	122828645	CpG: 42	509	42	342	16.5	67.2	0.76
1522	chr9	122904835	122905525	CpG: 69	690	69	446	20	64.6	0.96
1522	chr9	122931397	122931834	CpG: 38	437	38	301	17.4	68.9	0.73
1522	chr9	122940819	122941318	CpG: 36	499	36	287	14.4	57.5	0.94
1525	chr9	123268073	123269068	CpG: 131	995	131	673	26.3	67.6	1.2
1526	chr9	123339498	123339759	CpG: 19	261	19	162	14.6	62.1	0.77
1526	chr9	123365917	123366478	CpG: 66	561	66	420	23.5	74.9	0.87
1526	chr9	123367051	123367323	CpG: 23	272	23	184	16.9	67.6	0.74
1526	chr9	123370719	123370974	CpG: 19	255	19	169	14.9	66.3	0.68
1526	chr9	123373128	123373914	CpG: 102	786	102	564	26	71.8	1.01
1526	chr9	123391947	123392283	CpG: 28	336	28	189	16.7	56.2	1.06
1531	chr9	123999447	124000404	CpG: 109	957	109	659	22.8	68.9	0.96
1531	chr9	124008384	124009812	CpG: 116	1428	116	864	16.2	60.5	0.89
1531	chr9	124010967	124013287	CpG: 205	2320	205	1438	17.7	62	0.92
1531	chr9	124013820	124014044	CpG: 25	224	25	160	22.3	71.4	0.88
1531	chr9	124015122	124018674	CpG: 244	3552	244	2067	13.7	58.2	0.81
1531	chr9	124022742	124022946	CpG: 20	204	20	153	19.6	75	0.74
1531	chr9	124040982	124041393	CpG: 43	411	43	295	20.9	71.8	0.82
1531	chr9	124045231	124045453	CpG: 16	222	16	143	14.4	64.4	0.7
1531	chr9	124045600	124045902	CpG: 31	302	31	219	20.5	72.5	0.79
1533	chr9	124257771	124258462	CpG: 102	691	102	496	29.5	71.8	1.17
1534	chr9	124415087	124415539	CpG: 32	452	32	276	14.2	61.1	0.76
1534	chr9	124450345	124450785	CpG: 36	440	36	295	16.4	67	0.75
1534	chr9	124453012	124453639	CpG: 87	627	87	475	27.8	75.8	0.97
1534	chr9	124477624	124478177	CpG: 56	553	56	406	20.3	73.4	0.76
1534	chr9	124487266	124487717	CpG: 34	451	34	274	15.1	60.8	0.82
1534	chr9	124502891	124505380	CpG: 257	2489	257	1533	20.7	61.6	1.09
1536	chr9	124769761	124771412	CpG: 144	1651	144	1109	17.4	67.2	0.81
1536	chr9	124776990	124777802	CpG: 77	812	77	508	19	62.6	0.98
1537	chr9	124809847	124810362	CpG: 52	515	52	329	20.2	63.9	1
1537	chr9	124853187	124853595	CpG: 47	408	47	297	23	72.8	0.87
1537	chr9	124861278	124862207	CpG: 97	929	97	637	20.9	68.6	0.9
1537	chr9	124868864	124869985	CpG: 93	1121	93	700	16.6	62.4	0.86
1538	chr9	124940865	124941535	CpG: 68	670	68	469	20.3	70	0.83
1539	chr9	125143033	125143668	CpG: 70	635	70	454	22	71.5	0.89
1540	chr9	125189112	125189984	CpG: 85	872	85	550	19.5	63.1	0.98
1540	chr9	125200264	125200846	CpG: 48	582	48	393	16.5	67.5	0.72
1540	chr9	125240666	125241693	CpG: 88	1027	88	647	17.1	63	0.88
1540	chr9	125261901	125262317	CpG: 38	416	38	294	18.3	70.7	0.77
1541	chr9	125407886	125408873	CpG: 110	987	110	719	22.3	72.8	0.84
1544	chr9	125706826	125707356	CpG: 58	530	58	394	21.9	74.3	0.79
1544	chr9	125746042	125748391	CpG: 292	2349	292	1682	24.9	71.6	0.97
1545	chr9	125889711	125890017	CpG: 47	306	47	209	30.7	68.3	1.32
1546	chr9	126015478	126015699	CpG: 16	221	16	144	14.5	65.2	0.75
1548	chr9	126222584	126223002	CpG: 33	418	33	275	15.8	65.8	0.73
1548	chr9	126223120	126223326	CpG: 16	206	16	143	15.5	69.4	0.67
1548	chr9	126235851	126236147	CpG: 27	296	27	182	18.2	61.5	0.97
1548	chr9	126326367	126326701	CpG: 36	334	36	259	21.6	77.5	0.73
1548	chr9	126338092	126338295	CpG: 17	203	17	142	16.7	70	0.69
1549	chr9	126482458	126482968	CpG: 41	510	41	337	16.1	66.1	0.74
1550	chr9	126499582	126499877	CpG: 26	295	26	191	17.6	64.7	0.88
1550	chr9	126514292	126514679	CpG: 53	387	53	296	27.4	76.5	0.95
193	chr9	126610458	126615827	CpG: 463	5369	463	3468	17.2	64.6	0.83
1551	chr9	126623833	126626952	CpG: 215	3119	215	1881	13.8	60.3	0.76
1551	chr9	126671487	126671691	CpG: 14	204	14	123	13.7	60.3	0.76
1551	chr9	126682991	126683274	CpG: 39	283	39	225	27.6	79.5	0.87
1551	chr9	126690805	126691068	CpG: 25	263	25	169	19	64.3	0.92
1551	chr9	126705851	126706057	CpG: 20	206	20	142	19.4	68.9	0.83
1551	chr9	126722562	126723608	CpG: 97	1046	97	761	18.5	72.8	0.71
1552	chr9	126804865	126805524	CpG: 71	659	71	458	21.5	69.5	0.89
1552	chr9	126833078	126833305	CpG: 19	227	19	141	16.7	62.1	0.87
1552	chr9	126860332	126861295	CpG: 103	963	103	625	21.4	64.9	1.02
1553	chr9	126914633	126915730	CpG: 115	1097	115	780	21	71.1	0.88
1555	chr9	127224285	127226016	CpG: 161	1731	161	1155	18.6	66.7	0.89
1555	chr9	127244950	127245409	CpG: 40	459	40	303	17.4	66	0.82
1556	chr9	127396495	127396778	CpG: 22	283	22	193	15.5	68.2	0.67
1556	chr9	127396931	127398211	CpG: 124	1280	124	900	19.4	70.3	0.8
1557	chr9	127404533	127404912	CpG: 26	379	26	255	13.7	67.3	0.61
1557	chr9	127423997	127424881	CpG: 65	884	65	517	14.7	58.5	0.88
1557	chr9	127450864	127452056	CpG: 98	1192	98	707	16.4	59.3	0.94
1557	chr9	127508958	127509168	CpG: 16	210	16	136	15.2	64.8	0.73
1557	chr9	127527082	127527311	CpG: 17	229	17	146	14.8	63.8	0.76
1558	chr9	127568261	127569655	CpG: 129	1394	129	958	18.5	68.7	0.79
1558	chr9	127608389	127608699	CpG: 36	310	36	229	23.2	73.9	0.88
1558	chr9	127611829	127612606	CpG: 82	777	82	504	21.1	64.9	1.02
1558	chr9	127613073	127613515	CpG: 35	442	35	292	15.8	66.1	0.73
1559	chr9	127692219	127692429	CpG: 16	210	16	126	15.2	60	0.93
1559	chr9	127699264	127699560	CpG: 28	296	28	196	18.9	66.2	0.87
1559	chr9	127714979	127715867	CpG: 85	888	85	603	19.1	67.9	0.83
1559	chr9	127724060	127724374	CpG: 21	314	21	206	13.4	65.6	0.62
1559	chr9	127734983	127735567	CpG: 68	584	68	419	23.3	71.7	0.92
1559	chr9	127754128	127755570	CpG: 125	1442	125	973	17.3	67.5	0.76
1559	chr9	127771174	127771603	CpG: 41	429	41	309	19.1	72	0.8
1559	chr9	127784985	127786838	CpG: 143	1853	143	1056	15.4	57	0.95
1559	chr9	127789330	127789552	CpG: 19	222	19	141	17.1	63.5	0.9
1560	chr9	127802584	127803287	CpG: 68	703	68	438	19.3	62.3	1.03
1560	chr9	127809688	127810085	CpG: 44	397	44	300	22.2	75.6	0.82
1560	chr9	127825253	127825810	CpG: 42	557	42	385	15.1	69.1	0.67
1560	chr9	127854340	127854579	CpG: 24	239	24	177	20.1	74.1	0.78
1560	chr9	127877459	127877864	CpG: 49	405	49	284	24.2	70.1	0.99
1560	chr9	127890647	127890881	CpG: 19	234	19	149	16.2	63.7	0.8
1560	chr9	127898828	127899768	CpG: 94	940	94	669	20	71.2	0.79
1560	chr9	127912267	127912679	CpG: 34	412	34	270	16.5	65.5	0.77
1560	chr9	127916841	127917333	CpG: 43	492	43	272	17.5	55.3	1.16
1560	chr9	127921690	127922091	CpG: 43	401	43	273	21.4	68.1	0.94
1561	chr9	127927099	127927936	CpG: 65	837	65	579	15.5	69.2	0.67
1561	chr9	127930560	127931052	CpG: 55	492	55	367	22.4	74.6	0.81
1561	chr9	127937480	127937987	CpG: 44	507	44	325	17.4	64.1	0.85
1561	chr9	127944633	127944994	CpG: 28	361	28	232	15.5	64.3	0.75
1561	chr9	127945375	127945577	CpG: 19	202	19	145	18.8	71.8	0.75
1561	chr9	127980236	127981207	CpG: 122	971	122	679	25.1	69.9	1.03
1562	chr9	128067256	128068670	CpG: 103	1414	103	789	14.6	55.8	0.95
1562	chr9	128127419	128128865	CpG: 159	1446	159	1014	22	70.1	0.9
1562	chr9	128159938	128160866	CpG: 83	928	83	567	17.9	61.1	0.98
1563	chr9	128191240	128191972	CpG: 79	732	79	518	21.6	70.8	0.87
1563	chr9	128192887	128193219	CpG: 41	332	41	231	24.7	69.6	1.04
1563	chr9	128203185	128204237	CpG: 123	1052	123	769	23.4	73.1	0.88
1563	chr9	128218621	128219038	CpG: 33	417	33	265	15.8	63.5	0.9
1563	chr9	128233931	128234164	CpG: 21	233	21	165	18	70.8	0.73
1563	chr9	128250175	128251150	CpG: 99	975	99	726	20.3	74.5	0.73
1563	chr9	128275312	128276416	CpG: 85	1104	85	707	15.4	64	0.77
1564	chr9	128322262	128323192	CpG: 93	930	93	602	20	64.7	0.96
1564	chr9	128340171	128341019	CpG: 88	848	88	553	20.8	65.2	1
1564	chr9	128371287	128371679	CpG: 33	392	33	250	16.8	63.8	0.84
1564	chr9	128392067	128393644	CpG: 152	1577	152	1049	19.3	66.5	0.87
1564	chr9	128420189	128421288	CpG: 96	1099	96	728	17.5	66.2	0.8
1565	chr9	128455821	128457119	CpG: 144	1298	144	931	22.2	71.7	0.87
1565	chr9	128504559	128504998	CpG: 47	439	47	301	21.4	68.6	0.92
1565	chr9	128551949	128553217	CpG: 126	1268	126	808	19.9	63.7	0.98
1566	chr9	128656392	128657168	CpG: 89	776	89	537	22.9	69.2	0.96
1566	chr9	128688693	128690403	CpG: 212	1710	212	1110	24.8	64.9	1.18
1566	chr9	128702339	128703551	CpG: 122	1212	122	828	20.1	68.3	0.88
1567	chr9	128723936	128724475	CpG: 58	539	58	388	21.5	72	0.83
1567	chr9	128771500	128772416	CpG: 91	916	91	643	19.9	70.2	0.81
1567	chr9	128787015	128787267	CpG: 32	252	32	183	25.4	72.6	0.97
1567	chr9	128818311	128819322	CpG: 138	1011	138	739	27.3	73.1	1.02
1567	chr9	128829472	128829967	CpG: 51	495	51	348	20.6	70.3	0.83
1568	chr9	128881632	128882470	CpG: 76	838	76	524	18.1	62.5	0.93
1568	chr9	128907603	128908813	CpG: 80	1210	80	715	13.2	59.1	0.76
1568	chr9	128947074	128948285	CpG: 123	1211	123	827	20.3	68.3	0.87
1569	chr9	129027869	129028129	CpG: 32	260	32	200	24.6	76.9	0.83
1569	chr9	129036448	129037001	CpG: 54	553	54	385	19.5	69.6	0.86
1569	chr9	129080652	129081469	CpG: 82	817	82	566	20.1	69.3	0.84
1570	chr9	129110345	129111627	CpG: 135	1282	135	882	21.1	68.8	0.9
1570	chr9	129173990	129178742	CpG: 407	4752	407	2927	17.1	61.6	0.9
1570	chr9	129202758	129203357	CpG: 52	599	52	406	17.4	67.8	0.77
1571	chr9	129258350	129258759	CpG: 45	409	45	247	22	60.4	1.22
1571	chr9	129320592	129321303	CpG: 49	711	49	457	13.8	64.3	0.67
1571	chr9	129336844	129337337	CpG: 45	493	45	317	18.3	64.3	0.91
1571	chr9	129352051	129352424	CpG: 31	373	31	250	16.6	67	0.75
1572	chr9	129383297	129384049	CpG: 67	752	67	482	17.8	64.1	0.87
1572	chr9	129413242	129414611	CpG: 130	1369	130	893	19	65.2	0.89
1572	chr9	129437077	129437705	CpG: 57	628	57	400	18.2	63.7	0.91
1572	chr9	129460433	129460709	CpG: 31	276	31	197	22.5	71.4	0.88
1572	chr9	129482122	129483453	CpG: 131	1331	131	890	19.7	66.9	0.88
1572	chr9	129488187	129488844	CpG: 56	657	56	354	17	53.9	1.19
1572	chr9	129495934	129496874	CpG: 74	940	74	584	15.7	62.1	0.82
1573	chr9	129549877	129550613	CpG: 76	736	76	492	20.7	66.8	0.93
1573	chr9	129568691	129569399	CpG: 68	708	68	417	19.2	58.9	1.13
1573	chr9	129597203	129597782	CpG: 58	579	58	431	20	74.4	0.73
1573	chr9	129610031	129610866	CpG: 77	835	77	490	18.4	58.7	1.09
1573	chr9	129620022	129620725	CpG: 86	703	86	539	24.5	76.7	0.83
1573	chr9	129626065	129626469	CpG: 54	404	54	297	26.7	73.5	0.99
1574	chr9	129641593	129642464	CpG: 106	871	106	644	24.3	73.9	0.89
1574	chr9	129665178	129665400	CpG: 20	222	20	165	18	74.3	0.71
1574	chr9	129665629	129666530	CpG: 111	901	111	650	24.6	72.1	0.96
1574	chr9	129675645	129675877	CpG: 24	232	24	147	20.7	63.4	1.04
1574	chr9	129719193	129719466	CpG: 37	273	37	194	27.1	71.1	1.07
1574	chr9	129720119	129720359	CpG: 21	240	21	164	17.5	68.3	0.83
1574	chr9	129737689	129738274	CpG: 45	585	45	402	15.4	68.7	0.65
1575	chr9	129803037	129803754	CpG: 64	717	64	407	17.9	56.8	1.11
1575	chr9	129823912	129824291	CpG: 40	379	40	261	21.1	68.9	0.91
1575	chr9	129834940	129836042	CpG: 108	1102	108	745	19.6	67.6	0.87
1575	chr9	129868045	129868544	CpG: 36	499	36	298	14.4	59.7	0.81
1575	chr9	129874507	129874942	CpG: 31	435	31	265	14.3	60.9	0.79
1575	chr9	129885764	129886005	CpG: 21	241	21	176	17.4	73	0.66
1575	chr9	129890071	129890436	CpG: 26	365	26	248	14.2	67.9	0.65
1577	chr9	130042000	130043724	CpG: 176	1724	176	1114	20.4	64.6	1
1577	chr9	130053487	130054336	CpG: 69	849	69	565	16.3	66.5	0.74
1578	chr9	130171934	130173264	CpG: 142	1330	142	876	21.4	65.9	0.98
1578	chr9	130265458	130266284	CpG: 99	826	99	607	24	73.5	0.9
1580	chr9	130433206	130434061	CpG: 99	855	99	618	23.2	72.3	0.89
1580	chr9	130444477	130445423	CpG: 95	946	95	688	20.1	72.7	0.76
1580	chr9	130537503	130537709	CpG: 16	206	16	134	15.5	65	0.73
1581	chr9	130579242	130580109	CpG: 83	867	83	576	19.1	66.4	0.87
1581	chr9	130659147	130667022	CpG: 632	7875	632	4946	16.1	62.8	0.81
1582	chr9	130681026	130682258	CpG: 117	1232	117	813	19	66	0.88
1582	chr9	130693695	130694064	CpG: 30	369	30	229	16.3	62.1	0.84
1582	chr9	130712478	130713514	CpG: 100	1036	100	720	19.3	69.5	0.8
1583	chr9	130834873	130835898	CpG: 106	1025	106	640	20.7	62.4	1.07
1583	chr9	130862767	130863021	CpG: 18	254	18	152	14.2	59.8	0.79
1583	chr9	130885033	130885492	CpG: 34	459	34	301	14.8	65.6	0.7
1583	chr9	130904067	130904547	CpG: 38	480	38	305	15.8	63.5	0.78
1583	chr9	130913285	130913527	CpG: 24	242	24	141	19.8	58.3	1.17
1583	chr9	130919034	130919274	CpG: 19	240	19	149	15.8	62.1	0.82
1583	chr9	130923665	130923875	CpG: 20	210	20	143	19	68.1	0.82
1583	chr9	130929617	130930066	CpG: 39	449	39	321	17.4	71.5	0.68
1583	chr9	130938244	130940394	CpG: 215	2150	215	1406	20	65.4	0.94
1584	chr9	131008972	131009623	CpG: 81	651	81	458	24.9	70.4	1.01
1584	chr9	131026358	131026569	CpG: 22	211	22	148	20.9	70.1	0.86
1584	chr9	131036177	131036451	CpG: 22	274	22	192	16.1	70.1	0.66
1585	chr9	131096283	131096679	CpG: 45	396	45	225	22.7	56.8	1.43
1585	chr9	131125397	131125919	CpG: 55	522	55	349	21.1	66.9	0.95
1586	chr9	131260825	131261051	CpG: 17	226	17	155	15	68.6	0.65
1586	chr9	131276466	131278158	CpG: 198	1692	198	1100	23.4	65	1.13
1586	chr9	131282773	131283295	CpG: 56	522	56	374	21.5	71.6	0.84
1586	chr9	131307943	131308226	CpG: 29	283	29	194	20.5	68.6	0.89
1587	chr9	131373301	131373773	CpG: 45	472	45	306	19.1	64.8	0.91
1587	chr9	131394269	131394865	CpG: 84	596	84	432	28.2	72.5	1.09
1588	chr9	131475357	131476321	CpG: 63	964	63	620	13.1	64.3	0.63
1588	chr9	131502806	131503405	CpG: 74	599	74	437	24.7	73	0.95
1588	chr9	131528930	131529173	CpG: 24	243	24	164	19.8	67.5	0.87
1588	chr9	131530638	131531786	CpG: 105	1148	105	737	18.3	64.2	0.89
1588	chr9	131554479	131555093	CpG: 93	614	93	488	30.3	79.5	0.98
1590	chr9	131739313	131740286	CpG: 156	973	156	783	32.1	80.5	1
1590	chr9	131762372	131762763	CpG: 35	391	35	286	17.9	73.1	0.68
1590	chr9	131823754	131824136	CpG: 34	382	34	239	17.8	62.6	0.91
1590	chr9	131828321	131828523	CpG: 15	202	15	108	14.9	53.5	1.04
1590	chr9	131841897	131842207	CpG: 24	310	24	177	15.5	57.1	0.96
1592	chr9	132079573	132079948	CpG: 33	375	33	232	17.6	61.9	0.93
1593	chr9	132161326	132164591	CpG: 247	3265	247	1936	15.1	59.3	0.86
1593	chr9	132173652	132174380	CpG: 56	728	56	446	15.4	61.3	0.87
1593	chr9	132198128	132198618	CpG: 50	490	50	319	20.4	65.1	0.96
1593	chr9	132240934	132242542	CpG: 152	1608	152	1029	18.9	64	0.93
1594	chr9	132354547	132355396	CpG: 93	849	93	601	21.9	70.8	0.88
1595	chr9	132406665	132406928	CpG: 24	263	24	160	18.3	60.8	0.99
1595	chr9	132409923	132410579	CpG: 75	656	75	479	22.9	73	0.86
1595	chr9	132486605	132487094	CpG: 35	489	35	311	14.3	63.6	0.71
1596	chr9	132579777	132583199	CpG: 230	3422	230	1995	13.4	58.3	0.79
1596	chr9	132586547	132587522	CpG: 96	975	96	647	19.7	66.4	0.89
1596	chr9	132589199	132590853	CpG: 146	1654	146	1054	17.7	63.7	0.89
1597	chr9	132669656	132671075	CpG: 149	1419	149	978	21	68.9	0.89
1597	chr9	132708667	132709014	CpG: 25	347	25	210	14.4	60.5	0.79
1597	chr9	132770054	132770375	CpG: 25	321	25	212	15.6	66	0.72
1598	chr9	132877960	132878997	CpG: 95	1037	95	636	18.3	61.3	0.98
1599	chr9	132944139	132945142	CpG: 84	1003	84	680	16.7	67.8	0.73
1599	chr9	132989670	132989877	CpG: 17	207	17	140	16.4	67.6	0.75
1599	chr9	133030025	133031163	CpG: 94	1138	94	693	16.5	60.9	0.89
1600	chr9	133071199	133071663	CpG: 60	464	60	387	25.9	83.4	0.79
1600	chr9	133120582	133121567	CpG: 113	985	113	731	22.9	74.2	0.84
1600	chr9	133144321	133144747	CpG: 41	426	41	303	19.2	71.1	0.79
1600	chr9	133148836	133149725	CpG: 130	889	130	696	29.2	78.3	0.96
1600	chr9	133163029	133164190	CpG: 105	1161	105	822	18.1	70.8	0.72
1601	chr9	133200001	133200314	CpG: 29	313	29	200	18.5	63.9	0.91
1601	chr9	133225412	133225726	CpG: 23	314	23	207	14.6	65.9	0.68
1601	chr9	133255614	133256444	CpG: 63	830	63	535	15.2	64.5	0.73
1601	chr9	133274615	133275949	CpG: 154	1334	154	967	23.1	72.5	0.89
1602	chr9	133306026	133306242	CpG: 17	216	17	126	15.7	58.3	0.95
1602	chr9	133331838	133332337	CpG: 52	499	52	346	20.8	69.3	0.89
1602	chr9	133332495	133332734	CpG: 18	239	18	161	15.1	67.4	0.74
1602	chr9	133335967	133336410	CpG: 56	443	56	318	25.3	71.8	0.99
1602	chr9	133347575	133348905	CpG: 115	1330	115	883	17.3	66.4	0.79
1602	chr9	133356273	133357090	CpG: 73	817	73	418	17.9	51.2	1.37
1602	chr9	133375435	133376678	CpG: 126	1243	126	787	20.3	63.3	1.01
1602	chr9	133417560	133418363	CpG: 72	803	72	536	17.9	66.7	0.81
1602	chr9	133428446	133430116	CpG: 146	1670	146	1127	17.5	67.5	0.89
1603	chr9	133459554	133460405	CpG: 75	851	75	555	17.6	65.2	0.83
1603	chr9	133474926	133475141	CpG: 18	215	18	148	16.7	68.8	0.72
1603	chr9	133478858	133479642	CpG: 83	784	83	582	21.2	74.2	0.77
1603	chr9	133534245	133535152	CpG: 70	907	70	608	15.4	67	0.69
1603	chr9	133554394	133554663	CpG: 23	269	23	193	17.1	71.7	0.66
1603	chr9	133561002	133561268	CpG: 21	266	21	170	15.8	63.9	0.77
1604	chr9	133562422	133563020	CpG: 82	598	82	480	27.4	80.3	0.86
1604	chr9	133568258	133568517	CpG: 30	259	30	183	23.2	70.7	0.95
1604	chr9	133579005	133579482	CpG: 40	477	40	316	16.8	66.2	0.78
1604	chr9	133585890	133586154	CpG: 19	264	19	155	14.4	58.7	0.84
1604	chr9	133609048	133609626	CpG: 86	578	86	458	29.8	79.2	0.95
1605	chr9	133701451	133701774	CpG: 24	323	24	212	14.9	65.6	0.69
1605	chr9	133793989	133794207	CpG: 15	218	15	138	13.8	63.3	0.71
1605	chr9	133812148	133812412	CpG: 21	264	21	183	15.9	69.3	0.67
1606	chr9	133863264	133863478	CpG: 17	214	17	136	15.9	63.6	0.8
1606	chr9	133893339	133893780	CpG: 30	441	30	291	13.6	66	0.63
1606	chr9	133915634	133915908	CpG: 20	274	20	141	14.6	51.5	1.36
1607	chr9	133969067	133969270	CpG: 19	203	19	134	18.7	66	0.86
1607	chr9	133979298	133979523	CpG: 18	225	18	152	16	67.6	0.7
1607	chr9	133991108	133993559	CpG: 265	2451	265	1662	21.6	67.8	0.94
1607	chr9	134011887	134014625	CpG: 376	2738	376	1925	27.5	70.3	1.11
1607	chr9	134025341	134026326	CpG: 95	985	95	695	19.3	70.6	0.78
1607	chr9	134047899	134048577	CpG: 52	678	52	446	15.3	65.8	0.71
1607	chr9	134049340	134049554	CpG: 18	214	18	152	16.8	71	0.67
1607	chr9	134053376	134053586	CpG: 19	210	19	147	18.1	70	0.74
1607	chr9	134054021	134054254	CpG: 19	233	19	156	16.3	67	0.75
1607	chr9	134066874	134068679	CpG: 242	1805	242	1274	26.8	70.6	1.08
1608	chr9	134135345	134136876	CpG: 171	1531	171	1095	22.3	71.5	0.88
1608	chr9	134153473	134153748	CpG: 23	275	23	189	16.7	68.7	0.71
1608	chr9	134154286	134154533	CpG: 19	247	19	141	15.4	57.1	0.95
1608	chr9	134163595	134165605	CpG: 163	2010	163	1025	16.2	51	1.25
1609	chr9	134325216	134327122	CpG: 192	1906	192	1083	20.1	56.8	1.25
1609	chr9	134337880	134338085	CpG: 16	205	16	143	15.6	69.8	0.66
1610	chr9	134360269	134360605	CpG: 26	336	26	228	15.5	67.9	0.67
1610	chr9	134407344	134407591	CpG: 21	247	21	175	17	70.9	0.7
1610	chr9	134408989	134409349	CpG: 27	360	27	242	15	67.2	0.7
1610	chr9	134439470	134439800	CpG: 22	330	22	216	13.3	65.5	0.63
1610	chr9	134464535	134466956	CpG: 161	2421	161	1719	13.3	71	0.76
1611	chr9	134501202	134501459	CpG: 26	257	26	157	20.2	61.1	1.09
1611	chr9	134591989	134592198	CpG: 17	209	17	140	16.3	67	0.73
1612	chr9	134641665	134642551	CpG: 91	886	91	523	20.5	59	1.18
1613	chr9	134768667	134768896	CpG: 16	229	16	128	14	55.9	1
1613	chr9	134801098	134801432	CpG: 25	334	25	185	15	55.4	0.98
1613	chr9	134818116	134818445	CpG: 24	329	24	217	14.6	66	0.68
1613	chr9	134827437	134827658	CpG: 15	221	15	140	13.6	63.3	0.68
1613	chr9	134839040	134839356	CpG: 23	316	23	186	14.6	58.9	0.84
1613	chr9	134842307	134842629	CpG: 25	322	25	222	15.5	68.9	0.69
1615	chr9	135075264	135076020	CpG: 75	756	75	489	19.8	64.7	0.95
1615	chr9	135086975	135088408	CpG: 143	1433	143	927	20	64.7	0.95
1615	chr9	135088617	135089006	CpG: 31	389	31	271	15.9	69.7	0.66
1615	chr9	135105524	135105742	CpG: 17	218	17	152	15.6	69.7	0.64
1615	chr9	135106649	135106854	CpG: 17	205	17	134	16.6	65.4	0.78
1615	chr9	135119760	135119969	CpG: 18	209	18	137	17.2	65.6	0.8
1615	chr9	135132117	135132318	CpG: 17	201	17	131	16.9	65.2	0.85
1616	chr9	135176244	135176448	CpG: 16	204	16	136	15.7	66.7	0.71
1616	chr9	135244204	135244448	CpG: 26	244	26	176	21.3	72.1	0.82
1616	chr9	135247661	135247881	CpG: 18	220	18	157	16.4	71.4	0.65
1616	chr9	135252103	135252366	CpG: 19	263	19	146	14.4	55.5	1.06
1616	chr9	135258556	135259383	CpG: 63	827	63	521	15.2	63	0.88
1616	chr9	135264864	135265137	CpG: 24	273	24	185	17.6	67.8	0.77
1617	chr9	135301638	135301959	CpG: 24	321	24	203	15	63.2	0.78
1618	chr9	135412622	135412838	CpG: 30	216	30	165	27.8	76.4	0.95
1618	chr9	135478892	135480568	CpG: 198	1676	198	1192	23.6	71.1	0.93
1618	chr9	135485377	135485606	CpG: 19	229	19	143	16.6	62.4	0.85
1618	chr9	135485917	135486126	CpG: 17	209	17	130	16.3	62.2	0.85
1618	chr9	135487466	135487750	CpG: 26	284	26	209	18.3	73.6	0.68
1618	chr9	135487991	135488221	CpG: 19	230	19	139	16.5	60.4	0.95
1618	chr9	135499548	135501425	CpG: 189	1877	189	1320	20.1	70.3	0.82
1619	chr9	135548899	135549213	CpG: 29	314	29	229	18.5	72.9	0.71
1620	chr9	135699437	135699658	CpG: 22	221	22	161	19.9	72.9	0.83
1620	chr9	135701779	135702407	CpG: 69	628	69	448	22	71.3	0.86
1620	chr9	135714459	135715088	CpG: 85	629	85	479	27	76.2	0.94
1620	chr9	135734698	135734943	CpG: 20	245	20	174	16.3	71	0.65
1620	chr9	135736236	135736884	CpG: 65	648	65	455	20.1	70.2	0.81
1620	chr9	135744863	135745123	CpG: 21	260	21	186	16.2	71.5	0.64
1620	chr9	135768651	135769378	CpG: 54	727	54	492	14.9	67.7	0.68
1620	chr9	135770751	135771163	CpG: 29	412	29	275	14.1	66.7	0.64
1620	chr9	135778762	135778991	CpG: 23	229	23	161	20.1	70.3	0.87
1620	chr9	135780888	135781124	CpG: 19	236	19	162	16.1	68.6	0.7
